PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
264,1996-12-22,1997-01-15
485,1996-07-14,1996-07-25
355,2000-01-12,2000-01-29
26,1997-05-24,1997-05-26
83,2000-02-01,2000-02-05
877,1996-10-10,1996-10-21
414,1996-06-30,1996-07-12
296,1998-03-15,1998-03-26
436,1996-04-18,1996-05-09
767,1997-12-28,1998-01-12
538,1999-07-29,1999-08-23
935,1998-08-21,1998-09-04
474,1999-01-25,1999-02-07
861,1998-04-16,1998-05-09
910,1997-11-08,1997-11-13
331,1998-01-28,1998-02-27
417,1999-08-26,1999-08-27
921,1999-12-03,1999-12-09
335,1997-11-21,1997-12-13
680,1997-04-01,1997-04-30
635,1996-12-19,1997-01-11
280,1999-09-17,1999-09-22
317,2000-05-09,2000-05-11
531,1999-03-01,1999-03-08
460,1999-02-13,1999-03-01
914,2000-04-30,2000-05-24
314,1998-02-16,1998-03-18
461,2000-01-17,2000-01-18
305,1996-11-24,1996-12-13
516,2000-01-10,2000-01-22
493,1996-11-02,1996-11-04
747,1999-06-22,1999-06-25
242,1997-02-09,1997-02-13
290,1999-12-29,2000-01-22
314,1998-09-08,1998-09-23
577,1998-04-17,1998-04-28
143,1996-05-31,1996-06-03
85,1997-02-11,1997-02-14
99,1997-12-19,1997-12-28
975,1997-09-30,1997-10-17
275,1995-10-11,1995-10-22
647,1999-07-21,1999-07-27
686,1996-01-30,1996-02-27
797,1999-06-02,1999-06-19
925,1996-09-21,1996-10-02
564,1999-10-08,1999-10-19
58,1998-01-30,1998-03-01
10,1997-03-20,1997-04-17
509,1998-02-12,1998-03-05
893,1996-06-29,1996-07-14
597,1998-02-03,1998-02-12
693,2000-05-11,2000-06-06
487,1999-02-11,1999-02-26
154,1996-05-16,1996-05-20
61,2000-02-04,2000-02-05
429,1999-01-17,1999-01-20
853,1997-06-29,1997-07-29
616,1996-04-27,1996-05-27
792,1995-11-12,1995-12-03
821,1997-12-12,1997-12-17
708,1997-10-31,1997-11-24
856,1999-05-01,1999-05-15
736,1997-02-21,1997-03-02
840,1996-01-20,1996-02-16
120,2000-05-16,2000-05-21
979,2000-07-25,2000-08-07
716,1998-05-20,1998-05-27
680,1996-12-17,1996-12-20
738,1999-06-06,1999-06-11
177,1996-06-11,1996-07-09
173,2000-03-19,2000-04-06
223,1999-09-21,1999-10-04
264,1995-06-30,1995-07-30
972,1997-09-24,1997-10-10
805,1999-12-25,2000-01-16
901,1997-04-09,1997-04-10
177,1999-08-10,1999-09-01
138,1999-01-04,1999-01-08
804,1999-12-05,1999-12-16
332,1996-10-11,1996-11-07
228,1998-09-02,1998-09-07
387,1999-06-10,1999-06-20
89,1997-04-30,1997-05-22
760,1997-01-31,1997-02-08
222,1996-02-11,1996-03-01
660,1997-02-24,1997-02-27
892,1997-03-15,1997-04-07
87,1997-07-28,1997-08-03
403,1997-08-01,1997-08-21
379,2000-01-13,2000-02-08
522,1996-06-16,1996-07-10
768,1998-03-20,1998-03-29
353,1995-10-04,1995-10-16
144,2000-07-02,2000-07-29
174,2000-03-08,2000-03-10
205,1999-03-18,1999-03-25
99,1998-10-08,1998-10-31
538,1996-05-09,1996-05-24
301,1999-05-12,1999-05-20
799,2000-01-21,2000-02-17
342,1998-10-29,1998-11-08
603,1995-10-06,1995-10-16
846,1998-02-03,1998-03-01
723,1999-07-13,1999-08-07
683,2000-01-03,2000-01-25
567,1996-03-02,1996-03-07
514,2000-02-11,2000-03-09
344,1997-11-13,1997-11-30
900,1996-07-07,1996-07-23
275,1996-03-24,1996-04-13
557,1997-03-18,1997-03-23
737,1998-05-12,1998-06-03
519,1999-05-19,1999-05-29
517,1997-07-25,1997-08-11
67,1998-12-31,1999-01-28
489,1998-01-24,1998-02-08
272,1998-10-06,1998-10-28
635,1999-03-24,1999-04-15
52,1999-03-03,1999-03-26
540,1998-12-02,1998-12-27
74,1998-06-01,1998-06-17
938,1998-10-03,1998-10-30
976,1996-04-08,1996-05-05
17,1997-10-17,1997-11-05
180,1998-07-19,1998-07-23
186,2000-06-11,2000-06-18
737,2000-04-15,2000-04-30
58,1996-06-30,1996-07-01
330,1995-10-11,1995-11-08
548,1996-06-16,1996-07-06
323,1996-03-11,1996-04-03
681,1997-07-16,1997-07-30
610,1996-04-14,1996-04-24
565,1999-07-11,1999-07-27
995,2000-04-23,2000-05-06
44,1999-05-07,1999-06-04
732,1996-06-15,1996-06-24
269,1998-05-13,1998-06-11
486,2000-04-04,2000-05-03
152,1998-06-21,1998-07-09
356,1996-05-29,1996-06-26
731,1996-05-08,1996-05-24
343,1996-12-08,1996-12-18
171,1996-08-09,1996-09-07
211,2000-01-15,2000-01-25
406,1999-10-19,1999-10-30
361,1997-01-21,1997-02-04
241,1997-10-14,1997-11-10
678,2000-09-22,2000-10-10
4,1996-12-29,1997-01-05
792,1995-11-10,1995-11-12
94,1997-03-31,1997-04-04
389,1999-05-27,1999-06-11
19,1999-10-15,1999-10-25
168,1998-02-25,1998-03-19
995,2000-06-02,2000-06-10
961,1999-02-13,1999-02-17
361,1999-12-11,2000-01-01
993,2000-07-06,2000-07-13
441,1997-12-08,1997-12-19
603,1996-06-28,1996-07-13
65,1996-10-13,1996-10-15
149,1996-01-15,1996-02-04
64,1998-07-07,1998-07-24
551,1997-05-27,1997-06-24
282,1996-05-17,1996-05-31
392,1995-10-25,1995-11-22
788,1997-05-03,1997-05-07
841,1998-04-24,1998-05-04
531,1996-11-27,1996-12-20
383,1996-01-18,1996-02-09
634,1997-09-25,1997-10-25
329,1999-05-06,1999-05-16
182,1998-04-08,1998-05-08
863,2000-02-07,2000-02-29
582,2000-03-09,2000-03-24
86,1999-08-28,1999-09-10
593,2000-01-07,2000-01-25
361,1999-11-30,1999-12-11
813,1996-05-11,1996-06-08
586,1997-05-04,1997-05-15
57,1997-09-23,1997-09-30
788,1998-09-29,1998-10-11
2,1998-06-23,1998-06-26
724,2000-04-18,2000-05-17
861,1996-12-26,1997-01-18
568,1997-12-24,1997-12-29
830,1998-10-06,1998-10-15
403,1998-03-15,1998-04-07
357,2000-02-02,2000-02-25
568,1997-03-02,1997-03-28
757,1999-11-08,1999-11-29
862,2000-03-12,2000-04-11
431,1998-09-24,1998-10-12
485,1997-06-26,1997-06-29
297,2000-07-06,2000-07-21
562,1997-08-10,1997-09-03
116,1997-12-23,1998-01-19
486,1996-10-24,1996-11-20
578,1999-07-17,1999-07-18
842,1996-07-17,1996-07-18
453,1996-12-28,1997-01-02
384,1998-05-25,1998-06-19
923,1999-01-31,1999-02-13
138,1995-10-18,1995-11-05
138,1995-08-21,1995-09-18
135,1999-09-02,1999-09-23
759,1996-10-10,1996-10-15
741,2000-04-28,2017-12-29
216,1999-11-04,1999-11-21
229,1998-08-17,1998-09-14
162,2000-01-28,2000-02-08
603,2000-01-04,2017-12-28
86,1998-02-09,1998-02-25
815,1998-09-30,1998-10-02
330,1998-02-16,1998-02-17
532,1999-10-06,2017-12-30
667,1999-03-30,1999-04-29
47,1996-09-20,1996-10-05
851,1995-09-15,1995-09-19
852,1998-06-24,1998-07-22
689,1998-10-18,1998-11-17
794,2000-01-05,2000-01-07
885,1996-12-05,1996-12-29
663,1997-01-02,1997-02-01
202,1999-02-15,1999-03-14
879,1996-10-17,1996-10-31
707,1997-11-16,1997-12-05
282,1998-06-02,1998-06-24
584,1995-10-05,1995-10-08
157,1995-09-18,1995-10-15
574,1996-07-08,1996-07-11
952,1997-03-14,1997-03-27
333,1999-06-22,1999-07-14
355,1996-03-03,1996-03-07
115,1996-07-21,1996-08-19
431,1996-11-01,1996-11-26
449,1999-02-02,1999-02-06
802,1995-08-03,1995-08-31
191,1998-11-15,1998-12-10
178,1998-02-20,1998-03-17
168,1998-12-11,1999-01-04
196,1998-01-24,1998-02-09
426,2000-05-15,2017-12-28
622,1995-11-15,1995-11-16
245,1999-04-12,1999-05-03
565,1999-11-20,1999-12-09
804,1997-03-15,1997-03-29
529,1997-05-15,1997-05-22
202,1996-08-20,1996-09-17
612,1996-08-29,1996-09-23
525,1996-08-02,1996-08-07
585,1997-01-27,1997-02-26
61,1998-05-11,1998-05-15
809,1996-02-12,1996-02-20
963,1995-12-09,1995-12-23
340,1997-11-12,1997-11-19
284,1998-01-06,1998-01-17
184,1996-08-01,1996-08-13
16,1997-08-12,1997-08-14
771,1998-04-20,1998-05-17
346,1997-12-11,1997-12-22
754,1997-01-31,1997-02-22
220,2000-03-19,2000-03-30
38,1996-01-10,1996-02-02
438,1998-09-14,1998-09-20
772,1998-10-10,1998-10-30
937,1999-10-30,1999-11-18
833,1999-09-14,1999-09-30
958,1996-10-11,1996-10-24
515,1998-02-03,1998-02-08
683,1996-03-16,1996-04-14
82,1995-07-21,1995-08-12
934,1998-10-10,1998-11-08
866,1996-08-17,1996-09-09
987,2000-06-17,2017-12-30
733,1998-02-03,1998-02-12
111,1997-03-27,1997-03-31
166,1999-10-04,1999-10-20
551,1999-02-07,1999-02-14
345,1997-12-08,1997-12-27
159,1996-03-29,1996-04-01
660,1999-07-10,1999-07-15
56,1997-06-05,1997-06-21
225,1998-07-31,1998-08-17
692,1999-08-10,1999-09-08
408,1998-05-11,1998-06-02
94,1997-06-13,1997-07-06
810,1998-04-19,1998-05-11
885,1995-12-24,1995-12-25
80,1998-02-14,1998-03-08
300,1996-09-18,1996-10-08
794,1996-01-25,1996-01-30
976,2000-05-23,2000-06-18
760,1998-01-07,1998-01-16
127,1999-02-12,1999-02-19
990,1995-06-19,1995-07-02
7,2000-04-08,2000-05-03
882,1997-09-11,1997-10-09
296,1996-01-15,1996-01-19
891,1998-06-10,1998-06-25
105,1999-04-24,1999-05-09
940,1999-01-07,1999-01-14
519,1998-04-21,1998-05-12
796,1998-04-16,1998-04-22
501,1997-01-02,1997-01-21
337,1997-03-10,1997-04-08
46,1998-09-03,1998-10-03
288,1999-04-18,1999-05-16
776,1999-09-09,1999-09-29
813,1997-02-24,1997-03-01
593,1999-01-01,1999-01-06
399,1999-02-21,1999-03-12
373,1999-04-01,1999-04-20
817,1997-09-26,1997-09-27
695,1999-02-14,1999-03-10
991,1997-11-13,1997-12-07
685,1998-03-31,1998-04-30
795,2000-01-13,2000-01-28
986,1996-01-26,1996-02-05
280,1998-02-13,1998-02-27
636,2000-08-21,2000-08-28
747,1997-05-08,1997-05-16
42,1999-12-18,1999-12-26
433,1996-10-29,1996-11-23
672,1999-04-21,1999-04-25
270,1996-02-11,1996-02-18
424,1996-10-20,1996-10-31
51,1997-09-12,1997-09-17
508,2000-06-08,2000-06-13
349,1998-04-28,1998-05-14
161,1999-04-11,1999-05-01
645,2000-05-29,2000-06-24
655,1996-07-19,1996-08-13
954,1998-01-31,1998-02-21
700,1999-07-27,1999-08-05
761,1996-05-03,1996-05-15
552,1997-06-03,1997-06-18
417,1999-01-07,1999-02-01
736,1998-08-19,1998-09-03
313,1997-03-23,1997-04-14
63,1995-09-28,1995-10-21
189,1999-04-18,1999-05-06
765,1999-01-25,1999-01-26
424,1996-09-28,1996-10-14
182,1998-05-16,1998-06-14
257,1999-04-15,1999-05-14
361,1999-02-25,1999-03-17
86,1995-09-18,1995-10-16
900,1998-04-04,1998-04-09
770,1996-11-20,1996-11-22
431,1995-11-19,1995-11-22
525,1997-05-26,1997-06-18
377,1996-10-18,1996-11-13
235,1997-01-01,1997-01-08
177,2000-02-21,2000-03-09
417,1996-05-25,1996-06-19
782,2000-11-08,2017-12-28
777,1998-03-20,1998-03-24
894,1997-09-09,1997-10-02
854,1997-11-24,1997-11-30
549,1996-06-19,1996-07-10
216,1997-04-07,1997-04-30
571,1998-05-23,1998-05-26
380,1996-05-24,1996-05-29
50,1996-04-30,1996-05-08
57,1996-07-24,1996-07-25
124,2000-06-01,2000-06-23
282,1999-04-21,1999-05-04
97,2000-09-21,2000-10-15
518,1999-07-05,1999-07-21
897,1996-07-15,1996-07-18
678,1996-04-09,1996-05-06
443,1997-01-20,1997-02-08
648,1997-07-06,1997-08-02
422,1996-06-01,1996-06-18
576,1998-12-07,1998-12-11
26,1997-07-01,1997-07-24
972,1997-01-11,1997-02-07
421,1999-06-21,1999-06-22
309,1999-05-02,1999-05-19
427,1999-03-29,1999-03-31
649,1998-02-24,1998-03-23
399,1997-01-05,1997-02-01
17,1998-09-21,1998-09-22
663,1997-08-25,1997-09-16
70,1997-01-27,1997-02-21
912,1997-08-06,1997-08-12
796,1995-09-18,1995-10-13
516,1997-09-07,1997-09-21
751,1998-11-20,1998-11-27
344,1996-10-31,1996-11-13
505,1996-06-09,1996-07-08
832,1996-11-18,1996-11-26
996,1998-11-25,1998-12-02
347,1999-04-23,1999-04-30
43,1996-11-10,1996-11-19
419,1995-10-06,1995-11-04
686,1998-04-21,1998-04-28
231,1995-11-10,1995-11-15
872,1997-03-07,1997-03-21
811,1996-09-06,1996-09-12
993,1998-06-22,1998-07-20
803,2000-03-30,2000-04-08
181,1996-04-13,1996-04-16
590,1997-02-05,1997-02-18
501,1999-04-23,1999-05-07
493,1996-03-07,1996-03-09
268,2000-01-17,2000-02-15
815,1999-09-05,1999-10-03
976,1997-02-05,1997-02-17
116,1999-03-03,1999-03-28
408,1999-12-02,1999-12-27
795,1999-03-29,1999-04-09
453,1996-06-17,1996-06-22
743,1995-09-30,1995-10-19
548,1997-03-12,1997-03-30
330,1999-08-14,1999-09-07
69,1998-01-25,1998-01-27
266,1999-06-24,1999-07-22
136,1997-09-12,1997-09-28
73,1996-08-22,1996-09-09
327,1996-01-09,1996-01-18
485,1999-09-08,1999-09-25
431,1998-06-04,1998-06-11
945,1997-12-22,1998-01-11
658,1997-08-11,1997-08-19
128,1997-07-27,1997-08-02
34,1997-09-08,1997-10-06
553,1996-08-09,1996-08-10
886,2000-02-10,2000-02-18
939,1998-10-17,1998-10-18
922,1997-03-22,1997-03-28
256,1999-11-08,1999-11-23
37,1996-08-14,1996-09-12
856,1998-09-06,1998-09-23
265,1997-01-09,1997-02-07
388,1996-08-09,1996-09-05
41,2000-10-14,2000-11-02
623,1997-05-06,1997-05-14
496,1999-01-07,1999-01-18
380,1996-08-20,1996-09-06
622,1996-07-16,1996-08-04
3,1999-05-01,1999-05-04
739,1997-01-31,1997-02-23
350,1999-07-04,1999-07-21
397,1998-06-20,1998-06-27
833,1999-11-14,1999-11-27
768,1995-08-06,1995-09-05
360,2000-04-06,2000-05-04
655,1995-11-09,1995-11-18
274,1998-05-08,1998-05-31
301,1997-07-31,1997-08-30
649,1998-11-27,1998-12-01
556,1996-02-05,1996-02-16
496,1999-07-26,1999-08-12
785,1997-07-11,1997-07-27
564,2000-05-12,2000-05-26
166,1998-11-21,1998-12-18
277,1997-12-02,1997-12-29
266,1999-07-22,1999-07-26
929,1997-01-31,1997-02-05
179,1998-12-28,1999-01-03
29,1999-07-01,1999-07-18
640,1996-01-24,1996-01-26
684,1995-11-06,1995-11-26
853,1998-08-18,1998-08-22
900,1999-09-12,1999-09-20
186,1999-08-08,1999-08-15
516,1997-01-21,1997-01-31
188,2000-09-11,2017-12-28
613,1998-01-27,1998-02-04
865,1998-08-14,1998-09-03
35,1997-02-27,1997-03-27
871,1995-09-16,1995-09-23
685,1999-07-22,1999-08-21
131,1998-05-27,1998-06-15
776,1997-09-28,1997-10-06
775,1999-08-28,1999-09-19
398,1999-03-06,1999-03-14
288,2000-01-20,2000-02-13
599,1997-11-08,1997-11-23
205,1997-03-21,1997-03-26
355,1997-07-17,1997-08-16
266,1998-03-25,1998-04-06
951,1998-10-03,1998-10-09
136,1998-10-28,1998-11-06
308,1998-03-06,1998-03-13
551,1999-07-11,1999-07-27
178,1999-08-28,1999-09-16
794,1999-01-29,1999-02-02
793,2000-03-01,2017-12-29
294,1996-09-06,1996-09-13
385,1998-12-09,1999-01-04
536,1997-05-14,1997-05-23
185,1996-05-08,1996-05-22
871,1999-06-30,1999-07-03
402,1996-12-19,1996-12-29
820,1999-08-30,1999-09-03
984,1999-08-11,1999-08-18
546,1999-02-03,1999-03-02
161,1997-03-05,1997-04-04
724,1998-02-10,1998-03-04
959,1996-06-20,1996-07-20
335,1996-12-28,1997-01-20
205,1997-06-09,1997-06-25
199,1999-03-22,1999-04-12
963,1997-08-22,1997-08-26
857,1997-03-17,1997-03-30
888,1999-11-30,1999-12-18
478,1997-08-05,1997-08-24
177,1998-02-20,1998-03-02
638,1997-08-13,1997-09-02
869,1998-12-19,1999-01-06
437,2000-08-09,2000-08-31
161,1999-03-01,1999-03-21
171,2000-06-23,2000-07-17
317,1998-09-12,1998-10-02
947,2000-01-08,2000-01-25
115,1996-05-11,1996-05-31
173,1999-04-23,1999-05-21
485,1999-08-16,1999-08-30
122,1996-02-17,1996-03-14
477,2000-04-03,2000-04-14
654,1997-05-18,1997-06-10
429,1999-08-05,1999-09-03
89,1997-02-27,1997-03-05
306,1999-08-27,1999-09-08
431,1996-04-10,1996-05-04
739,1997-08-09,1997-08-13
618,2000-01-15,2000-01-29
408,1998-06-02,1998-06-06
417,1997-03-03,1997-03-14
271,1998-09-01,1998-09-12
969,2000-02-11,2000-03-09
220,1999-02-12,1999-02-22
641,1998-07-26,1998-08-07
521,1996-04-22,1996-05-08
628,1997-02-09,1997-02-11
862,1999-07-07,1999-07-21
491,1999-09-12,1999-10-01
127,1997-03-18,1997-03-20
514,1996-05-07,1996-05-27
508,1996-03-07,1996-03-29
948,1996-11-30,1996-12-17
199,1997-01-09,1997-01-25
876,1996-08-07,1996-09-01
901,1995-07-21,1995-08-19
86,1998-01-11,1998-02-05
974,1995-12-12,1996-01-07
43,1999-03-30,1999-04-23
366,1997-11-01,1997-11-19
827,1999-08-15,1999-08-29
480,1997-02-28,1997-03-22
997,1996-09-15,1996-10-15
439,1995-10-18,1995-10-19
124,1997-11-14,1997-12-09
717,1997-04-28,1997-05-01
865,1996-04-21,1996-04-27
961,1996-11-06,1996-11-22
334,1997-07-14,1997-07-27
662,1998-01-18,1998-02-09
712,1995-08-08,1995-08-23
781,1998-01-10,1998-01-24
911,1997-01-08,1997-01-31
262,1998-12-11,1999-01-02
353,1995-11-16,1995-11-24
657,1998-02-25,1998-03-08
942,1999-04-30,1999-05-15
652,1996-07-25,1996-08-15
175,1999-03-30,1999-04-09
302,1996-06-21,1996-07-16
52,1996-05-14,1996-05-24
257,1996-02-27,1996-02-29
977,1995-10-11,1995-10-18
597,1997-02-20,1997-02-24
911,1998-08-30,1998-09-26
819,1997-03-07,1997-03-24
263,1996-05-31,1996-06-11
462,1996-05-16,1996-06-11
213,2000-10-27,2000-11-05
304,1997-04-15,1997-04-22
923,1996-03-19,1996-04-18
784,1996-02-15,1996-03-09
799,1996-10-04,1996-11-03
312,1997-11-25,1997-12-04
429,1996-09-11,1996-10-08
550,1995-10-25,1995-11-21
913,2000-02-11,2017-12-28
904,1999-06-26,1999-07-26
798,1996-06-18,1996-06-25
575,1996-10-15,1996-11-05
597,1999-10-18,1999-11-13
40,1999-07-23,1999-08-20
286,1998-06-09,1998-06-12
946,1996-07-06,1996-07-17
542,1996-11-01,1996-11-16
693,1996-04-17,1996-04-27
25,2000-01-28,2000-01-30
439,1998-10-26,1998-11-15
362,2000-03-03,2000-03-30
455,1996-08-04,1996-08-22
345,1998-07-25,1998-07-26
482,1996-12-03,1996-12-30
501,1998-07-21,1998-08-17
658,1998-03-18,1998-04-15
514,1998-06-26,1998-07-22
847,1997-06-12,1997-07-11
702,1997-12-06,1997-12-30
826,1997-05-13,1997-05-29
655,1995-08-23,1995-08-29
94,1996-04-29,1996-05-24
892,1998-05-06,1998-05-31
942,1998-10-02,1998-10-03
509,1997-08-02,1997-08-12
505,1996-09-19,1996-09-30
512,1996-11-21,1996-12-19
59,1998-06-18,1998-06-26
609,1995-11-17,1995-12-14
398,1998-08-22,1998-09-11
155,1997-07-27,1997-08-04
707,1995-09-12,1995-09-24
246,1996-11-30,1996-12-26
209,1998-02-15,1998-02-26
570,1998-12-23,1999-01-19
846,1998-07-02,1998-07-07
851,1998-12-14,1999-01-02
639,1999-10-04,1999-10-29
731,1998-08-30,1998-09-01
444,1996-11-28,1996-12-20
191,1996-03-25,1996-03-31
172,1998-05-12,1998-05-18
184,1997-03-09,1997-04-08
538,2000-04-08,2000-04-19
153,1996-12-04,1996-12-13
170,1997-03-31,1997-04-10
146,1997-11-15,1997-12-08
406,1998-12-21,1998-12-24
210,1997-09-29,1997-10-26
674,1995-12-02,1995-12-28
216,1999-05-05,1999-05-18
639,1997-05-27,1997-06-10
783,1996-06-19,1996-07-02
105,1998-09-18,1998-10-05
235,1999-05-24,1999-06-21
312,1999-05-01,1999-05-14
494,1999-03-15,1999-03-28
993,1998-08-15,1998-09-09
954,1996-07-02,1996-07-31
395,1999-03-29,1999-03-30
14,2000-03-24,2000-04-22
420,1999-11-12,1999-12-08
510,1996-02-24,1996-03-22
207,1999-02-02,1999-02-15
715,1997-11-12,1997-12-03
52,1998-05-29,1998-06-08
468,1997-12-14,1998-01-12
641,1996-08-03,1996-08-09
208,1997-06-03,1997-06-30
103,1995-10-25,1995-11-11
117,1999-01-03,1999-01-22
913,1997-05-18,1997-05-26
424,1999-02-03,1999-02-10
312,1995-12-13,1995-12-28
703,1997-06-11,1997-06-18
220,1999-11-07,1999-11-08
765,1998-04-03,1998-05-03
552,1999-11-14,1999-11-24
128,1996-04-04,1996-04-22
596,1997-07-04,1997-07-19
797,1999-07-08,1999-07-25
3,2000-04-11,2000-05-06
747,1998-05-18,1998-05-23
607,1998-11-17,1998-12-12
985,1999-04-19,1999-04-29
368,1996-04-30,1996-05-01
546,2000-07-09,2000-07-26
44,1999-08-29,1999-09-20
155,2000-05-17,2017-12-28
151,2000-10-04,2000-10-11
790,1997-10-22,1997-11-06
505,1997-11-30,1997-12-19
186,1998-10-31,1998-11-18
293,1995-12-16,1996-01-05
22,1997-10-21,1997-11-04
743,1998-03-12,1998-04-10
888,2000-03-03,2017-12-29
853,1999-12-06,1999-12-18
378,2000-02-06,2000-02-15
825,1996-09-17,1996-10-04
264,1997-04-01,1997-04-23
57,1998-09-12,1998-09-16
774,1999-04-04,1999-04-05
912,1998-06-24,1998-07-17
949,1998-01-07,1998-02-06
569,2000-02-25,2000-03-10
480,1999-08-03,1999-08-10
947,1997-06-11,1997-06-24
168,1999-06-14,1999-07-11
151,1998-02-14,1998-03-05
379,1996-04-27,1996-04-29
539,1996-07-31,1996-08-11
291,1997-07-05,1997-07-15
657,1999-05-10,1999-06-03
735,2000-01-01,2000-01-09
710,1999-09-21,1999-09-22
56,1997-04-02,1997-04-26
603,1998-04-04,1998-04-20
135,1999-02-16,1999-03-05
655,1997-06-04,1997-07-03
284,1997-10-25,1997-11-23
480,1997-12-15,1998-01-14
790,1998-03-05,1998-03-08
424,1997-06-24,1997-07-03
395,1995-09-06,1995-09-22
921,1999-12-10,1999-12-11
801,1997-04-21,1997-05-14
971,1999-05-07,1999-05-17
298,1997-12-11,1997-12-13
681,1997-08-19,1997-09-02
253,1997-12-16,1998-01-09
802,1999-09-24,1999-10-06
849,1997-03-31,1997-04-12
966,1998-04-05,1998-04-17
103,1996-01-10,1996-02-04
110,1995-11-26,1995-12-19
868,1995-10-09,1995-10-23
86,1996-08-02,1996-08-27
769,1999-02-17,1999-02-27
238,1999-01-16,1999-02-10
330,1998-11-06,1998-11-20
252,1999-05-13,1999-05-27
610,2000-03-09,2000-03-27
13,1998-06-10,1998-06-12
646,1997-06-24,1997-07-22
60,1997-03-12,1997-04-02
919,1999-12-22,2000-01-03
197,1996-05-23,1996-05-29
95,2000-02-16,2017-12-28
737,1997-07-11,1997-07-21
35,1999-02-28,1999-03-05
857,1997-10-20,1997-11-10
822,1998-03-21,1998-04-08
50,1999-05-06,1999-05-30
777,1996-01-18,1996-01-20
763,1996-08-01,1996-08-30
329,1997-10-07,1997-10-25
481,1998-11-18,1998-12-01
138,1996-06-15,1996-07-10
45,1999-08-10,1999-08-27
503,1999-10-22,1999-11-01
51,1999-06-01,1999-06-13
351,1997-03-28,1997-03-29
387,1998-08-21,1998-09-02
280,1997-04-11,1997-04-16
962,1997-10-26,1997-11-05
953,1998-07-19,1998-07-21
476,1996-06-23,1996-07-09
23,1997-10-31,1997-11-28
24,1998-11-30,1998-12-17
742,1997-05-16,1997-06-10
273,1995-11-07,1995-11-19
220,1997-03-11,1997-04-01
261,1998-01-09,1998-01-31
471,1999-04-28,1999-05-09
876,1997-05-17,1997-05-31
394,1999-04-15,1999-04-19
863,1997-01-04,1997-01-17
164,1997-06-19,1997-06-21
179,1997-09-06,1997-10-01
799,1995-12-09,1995-12-14
981,1997-07-07,1997-07-20
710,1996-03-29,1996-04-03
942,1996-04-01,1996-04-07
17,1997-04-04,1997-04-10
367,1997-09-15,1997-09-17
258,1998-11-05,1998-11-19
909,1997-08-19,1997-08-26
94,1999-05-27,1999-06-08
614,1999-11-26,1999-12-07
87,1999-02-20,1999-03-04
234,1997-11-07,1997-11-11
405,1997-05-31,1997-06-02
356,1995-08-16,1995-09-09
681,2000-02-18,2000-03-06
577,1996-01-27,1996-02-02
83,1997-08-17,1997-08-24
675,1998-10-16,1998-10-27
799,1999-03-28,1999-04-01
980,1998-09-14,1998-10-03
274,2000-01-14,2000-02-11
481,1997-11-08,1997-11-24
372,2000-02-24,2000-03-07
310,1995-11-29,1995-12-25
891,1998-04-26,1998-05-22
327,1996-07-05,1996-07-23
613,1999-09-13,1999-09-30
819,1999-07-13,1999-08-03
340,2000-06-17,2017-12-30
897,2000-07-28,2000-07-29
740,1996-07-16,1996-07-29
631,1998-11-16,1998-11-28
928,1998-11-30,1998-12-25
554,1997-02-24,1997-03-06
908,1998-03-24,1998-04-11
241,1999-07-24,1999-07-30
52,1998-06-12,1998-06-30
737,1996-07-12,1996-07-22
152,1999-01-06,1999-02-01
830,1997-11-10,1997-12-06
322,1999-11-18,1999-11-21
501,1996-03-07,1996-03-15
581,1997-04-08,1997-04-17
528,1997-06-29,1997-07-04
531,2000-05-20,2000-06-01
588,1996-08-12,1996-08-16
376,1998-09-08,1998-09-14
869,1995-08-07,1995-08-16
581,1997-10-30,1997-11-21
479,1998-09-12,1998-09-25
164,1998-04-24,1998-05-03
759,1998-01-31,1998-02-06
939,1996-10-29,1996-11-12
923,1998-05-13,1998-05-23
540,1999-07-27,1999-08-07
993,1998-07-20,1998-08-15
991,1997-01-03,1997-01-21
419,1997-06-13,1997-06-23
728,1996-02-26,1996-03-19
258,1996-08-15,1996-08-18
479,1996-06-28,1996-07-01
442,1998-06-10,1998-06-29
277,1997-01-25,1997-02-06
317,1997-02-24,1997-03-21
447,1996-07-04,1996-07-19
976,1997-11-21,1997-11-25
889,1995-12-19,1996-01-02
947,1997-10-13,1997-11-02
240,1999-08-28,1999-09-13
462,1996-08-26,1996-09-07
706,1998-07-26,1998-08-14
809,1996-05-28,1996-06-07
426,1999-05-03,1999-05-30
226,1996-06-14,1996-07-06
467,1997-09-12,1997-10-04
407,2000-02-10,2000-02-24
815,1998-01-30,1998-02-05
406,1997-07-19,1997-07-24
617,2000-05-19,2000-05-26
512,1996-11-16,1996-11-21
78,1996-05-05,1996-05-26
63,1999-05-15,1999-05-27
368,1999-11-22,2017-12-29
251,1996-07-06,1996-07-10
606,1998-10-20,1998-10-21
759,1995-09-08,1995-10-07
321,1996-10-17,1996-11-05
804,1999-09-30,1999-10-19
340,1996-10-09,1996-11-08
199,1997-11-01,1997-11-19
628,1999-04-06,1999-04-21
690,1995-06-03,1995-06-22
775,1996-04-29,1996-05-02
852,1996-10-12,1996-10-14
804,1997-05-20,1997-05-22
528,1997-02-14,1997-03-07
